reaction	flux
LPLIPAL2A160	335.521606
GHBDHx	922.2279886
ISETACabcpp	595.7758928
FACOAE180	332.7276487
AOBUTDs	759.3092547
ANS	761.0314994
HACD4	713.6536282
MDDEP2pp	853.8421092
AACPS4	528.0644171
ILEt2rpp	335.7976059
DHBS	665.5555475
ACACT1r	528.5709043
DTMPtex	478.5090159
NTD12pp	987.0348889
URIH	407.4673667
SADH	744.7251786
CLPNH141pp	526.1786555
DTARTD	995.6566514
ACPPAT161	762.8451394
ASNN	320.0242316
ASNNpp	872.54022
NADPHQR4	74.68118301
ANPRT	358.2149343
AOXSr2	727.8787938
DUTPDP	76.7003758
GALCTt2rpp	334.2947852
PHEMEtiex	976.5243813
3NTD7pp	571.6408077
ACGAMT	402.8720607
H2Stex	915.968199
FCI	851.3840431
EDTXS2	315.0544635
EDTXS4	382.1541805
OP4ENH	797.9343071
DAGK180	733.3552353
ASPabcpp	626.799353
LYSt2pp	116.5985755
GLCS1	566.5769219
RNDR2	353.7719763
URIt2rpp	102.9272507
G3PD5	586.6410619
MG2t3_2pp	858.7343099
PG120abcpp	535.5323569
HCINNMt2rpp	529.9401126
FDMO6	283.3198214
MSAR	547.3501511
OROTt2_2pp	468.0141503
GPDDA3	685.3235433
GPDDA3pp	653.4235459
ACONTa	228.4825548
E4PD	55.58696494
DHBD	428.58237
ALAGLUE	160.2643635
ASPt2_2pp	856.4008105
PLIPA2G141pp	224.2408432
APG3PAT181	411.3647695
PYDXPP	654.2521957
GLUtex	126.5955626
3HCINNMH	688.6659445
DC6PH	704.0943346
PTPATi	574.4627555
2AGPGAT120	325.4755007
NTPP4	152.8489733
AAMYL	233.027246
MOHMT	589.680968
SLNTtpp	761.2673761
2AGPG140tipp	406.2794535
PDX5POi	654.1739911
GALURtex	490.9996424
LEUabcpp	525.5286296
ASNt2rpp	340.6639069
ISETACtex	596.7596485
FDMO	800.1457647
S4FE4ST	916.2832651
GALCTNLtex	972.8621806
FLVRx	196.7500587
CBIAT	572.3500943
TMAOR1pp	990.6608828
PUNP5	345.2732712
2AGPE160tipp	863.7411078
ALLULPE	981.6492972
DADA	307.2900163
ME2	390.8222583
GUI1	703.5322536
FECRMR1	607.3842513
FECRMR2	50.39035295
FECRMR3	644.8729304
OCDCEAtexi	923.4007879
GUAtex	973.1013863
NH4tex	255.9094528
NOVBCNtex	736.1381511
MNNH	492.6378333
TRDR	377.5036547
ASPTA	693.6061737
SUCCt3pp	819.0717845
CYNTtex	413.7350374
GDMANE	288.7549171
ULA4NFT	217.5558624
I4FE4SR	10.06391321
NOtpp	631.107254
FRUtex	589.4497943
NI2tex	120.8121104
ACACT6r	170.2714237
FLVR	549.8969587
PLIPA2E120pp	66.03440682
CBMKr	384.5237824
FACOAL160t2pp	133.0434933
ACPPAT120	295.2414598
DHNCOAT	782.1201833
3GMPtex	106.8859355
MLTGY1pp	180.5456827
FEOXAMtonex	572.852843
KDOCT2	830.8584472
PROGLYabcpp	752.4439497
G1PACT	451.8069768
OGMEACPR	504.4617607
3HPPtpp	152.4397052
VALTRS	559.3223104
RIBabcpp	971.8502479
NTPP3	81.5668357
FACOAL80t2pp	926.5710352
DHACOAH	983.6075919
CO2tex	284.6553338
GMPS2	551.2300943
ABUTD	404.9818824
PGMT	417.7789978
DASYN180	209.9207607
NO2t2rpp	235.9913146
PRATPP	508.4666057
GCALDD	44.30951156
NDPK8	48.63148371
G3PCtex	772.7100732
NTD5	133.2372371
NTD5pp	807.0883368
ACGAL1Ptex	168.8285738
APG3PAT140	259.431694
O16A4Lpp	695.616279
MOCDS	628.7343956
INSt2pp	458.040952
GTPDPK	955.105676
CYStex	302.7451662
SUCCt2_2pp	825.1271475
12DGR160tipp	948.070091
FBP	540.7655574
2AGPE161tipp	250.9137502
FUSAtex	941.0600847
DIMPtex	282.0492671
G6PDA	432.6870091
PROt2rpp	885.3758253
TRPS2	926.3949388
CU2abcpp	279.7897101
DASYN161	158.6388349
DMSOtpp	738.0901833
I2FE2SS2	680.1724249
LCADi	794.0572376
PGPP180	481.0879802
MOGDS	748.6547641
GARFT	938.7686112
ILEabcpp	974.1011915
RNDR4b	413.409631
ACMANAptspp	477.4353559
OHPBAT	166.6438695
NMNtex	494.6742827
ARBt2rpp	255.4661625
CYNTAH	525.6160981
NODOx	834.6996625
NODOy	872.6540641
MALt2_2pp	147.7771271
H2tex	411.6241639
MLTG5	11.44427016
THRS	230.2059718
ALATRS	978.4347964
MDH2	803.3079797
MAN1PT2	794.1590072
XYLabcpp	369.0067928
RMNtex	955.7088128
4HOXPACDtex	450.3635278
H2tpp	429.7304544
OPHBDC	81.58206883
ASO3t8pp	743.4043529
GLCURtex	556.5057693
TYRPpp	683.9194535
GLCtex	715.808932
ACACtex	597.9950634
MCITL2	131.136961
EAR80y	134.6685398
R5Ptex	274.7801923
MLTGY2pp	363.7659329
GLYAT	442.7461994
PGP180abcpp	662.1752589
I2FE2SS	765.7305344
METTRS	125.8127211
ACACT3r	994.9195482
AACTOOR	349.7711667
FESR	654.8763792
VPAMTr	710.7918213
CDAPPA160	571.646052
FACOAE100	62.10370793
APH181	955.447235
ASNabcpp	810.1413984
DMSOR1	572.4334739
GUAtpp	463.9002069
FHL	979.6080157
12PPDStex	380.0068846
FEENTERabcpp	410.084046
AP4AH	381.9606896
PLIPA1E141pp	588.9198583
CYSTL	657.4329724
UDPGD	180.8194507
2AGPGAT180	651.6453441
FMNRx	925.4373722
FMNRx2	283.910031
ASPtex	930.3723684
3PEPTtex	399.1704446
BWCOS	841.7453818
NI2tpp	900.8366725
GLUt4pp	87.12671282
PAPSR2	769.3670823
THRA2i	338.6973184
DALAt2pp	78.52828295
S4FE4SR	802.2017515
QMO3	192.6619958
DSBDR	895.1964819
NTP3	639.5908492
ADEt2rpp	216.3505563
ARBabcpp	744.0835815
PUNP4	957.8268657
SSALy	438.8520558
5DGLCNtex	854.4338593
AM4PA	587.5573654
CITtex	484.6135329
PLIPA2A181pp	751.1910144
DHFS	775.8088107
EAR100y	726.4259089
26DAHtex	333.8822538
PRMICI	830.987594
PSD141	13.21739824
MOADSUx	965.5757953
ACGAM1PPpp	681.279885
NTD1	560.6542593
NTD1pp	295.3351823
XMPtex	614.9562819
PGPP141	981.6648219
SPMS	749.034752
FE3Ri	488.780621
PGP120abcpp	146.883596
TDP	63.20246528
MLTGY3pp	902.061006
DNMPPA	233.0775681
MALTPTabcpp	335.1949203
DSBGGT	459.1574731
UAMAS	552.8583016
TDPDRR	80.28322831
ULA4Ntppi	447.2633124
FORt2pp	601.768991
PLIPA1G160pp	859.2084931
LPLIPAL1G161pp	366.2840063
3HPPtex	91.95712097
ADOCBLS	748.7066975
GLYBtex	80.63251932
CUt3	624.2458742
PAPPT3	821.1677732
LIPOCT	609.3135129
GLCtexi	265.106431
CHLabcpp	218.5883718
MCITS	239.0543589
QMO2	649.3696886
ALAALAD	836.6521915
PPPGO3	883.0403209
ADNt2rpp	392.0993463
LIPAabctex	351.243534
Kabcpp	338.2211006
MN2tpp	374.440904
PLIPA2A160pp	475.0848367
FLDR2	822.2752074
NTPP1	514.8577048
RNDR1	184.2029739
14GLUCANtexi	55.88022472
RFAMPtex	849.6818583
HG2tex	989.0406427
EAR120x	874.4158953
COBALT2tpp	738.7071992
NOVBCNtpp	707.4889567
SUCRtex	805.6669491
ALAt2pp	709.8548021
SO3tex	881.4327608
CLPNS141pp	363.5451925
GLCTR2	127.5061492
NACtex	460.2885101
LYXt2pp	491.0532621
TYRtex	706.0759216
FECRMUtpp	401.2047812
PGPP160pp	814.6023432
T2DECAI	972.2973142
AGM3Pt2pp	753.8174097
S2FE2SS2	645.9214783
NACtpp	81.37099676
3HAD181	87.62386463
SBTtex	558.2058281
SUCCtex	936.7935985
G5SADs	594.6276164
GLYBabcpp	240.9491418
I4FE4ST	291.983128
LPLIPAL1A160pp	104.2625784
FMNAT	476.3962022
RNTR2c2	95.79027446
EAR60y	100.2243697
PEAMNOpp	939.5415599
HPYRRx	924.852798
ACONMT	719.2131888
ACKr	584.8720384
HACD1	510.7396096
HACD6	673.0771558
MPTG	570.1189661
NADH18pp	209.3566151
12DGR181tipp	825.8204157
HCINNMtex	536.5710156
CBItonex	657.3776646
TMDK1	773.5469554
PTRCTA	14.87389292
ACACT2r	416.9719526
Kt3pp	933.6141612
3OAS180	903.799684
AMPN	276.2106085
HIStex	502.5672554
HCYSMT2	818.2792391
GUAPRT	754.5934149
MINCYCtex	416.1580285
2AGPEAT160	777.6780052
PLIPA2G180pp	238.2595171
AMPtex	532.965136
HEPK2	640.4308242
TMAOtex	236.7600219
MDDCP2pp	53.31470403
G3PT	139.656327
SHCHD2	323.9953842
LIPOS	956.2799612
HISTRS	25.13676344
REPHACCOAI	103.7485063
3OXCOAT	489.7921169
SELGTHR3	142.8288123
GLCTR1	146.5242302
H2St1pp	759.7210576
ACOAD4f	19.49263017
3OAS141	988.6494547
CLPNH161pp	447.3061762
FEENTERtonex	396.0719198
DAGK140	14.55542953
SUCOAS	937.4282123
DOGULNR	613.163845
ATPPRT	618.1531485
MDDEP1pp	353.0681231
OROTtex	280.6169805
EAR140x	538.7536936
RPI	42.1609004
3NTD4pp	347.9348787
DALAtex	291.3430465
HXPRT	439.4106216
CADVtpp	643.6499319
MOX	571.2301744
LPLIPAL1E161pp	562.166464
TRPt2rpp	675.545211
PYDXtex	354.0428731
PLIPA1A120pp	391.428251
PROt4pp	804.2378515
PEAMNtex	104.0287716
HYD1pp	377.5658088
OCDCAtexi	294.914981
SHCHF	201.9189107
PLIPA2E181pp	947.357581
ILETA	334.6062792
RBK	949.9197211
3AMPtex	183.6100811
SBTptspp	49.97712074
METSOXR1	623.1124127
METSOX2abcpp	19.91080455
PPA	86.12058256
TAURabcpp	737.5900077
LPLIPAL2A181	783.2166894
PAPA141	167.1768402
DOXRBCNtpp	373.6648825
ZN2tpp	840.4172404
FACOAL120t2pp	951.8732197
UPPDC1	687.2252539
TAGURr	688.4171407
ADA	39.13031957
AMALT1	657.8553529
FACOAE181	822.8185858
AMANK	898.826151
DAGK120	297.0473492
ARGtex	970.2607227
MPTAT	421.4374775
ASO3tex	689.7253021
AP5AH	217.5522526
GNK	860.9171884
PHETRS	728.7791508
DBTS	555.0340749
ALATA_D2	118.1639618
TSULabcpp	378.6145346
EX_34dhpac(e)	53.38965788
CYSDtex	386.7117722
SO2tex	846.0308765
GALM2pp	965.2792518
AMALT4	433.2211697
O16AT	135.7461779
H2Otex	795.1144257
PGM	651.5088312
DAMPtex	330.0193004
DHNPTE	924.6409679
SKMtex	754.0085237
3AMACHYD	775.5305917
PLIPA2A120pp	375.2189542
ICHORT	662.4396732
POX	12.37805367
PSSA161	58.91533285
ARAI	837.5868711
PFK_2	692.1060782
23CCMPtex	286.4595462
NADN	604.0263623
TMAOR2pp	918.9713602
HPYRRy	186.9849568
FESD1s	822.1028366
MALS	4.740108747
PMPK	92.8025425
DGSNt2pp	300.5614708
SPMDtex	798.8442404
APG3PAT120	441.2641705
CHOLD	203.6030068
ACHBS	942.7330821
CYTBD2pp	960.1506742
MCTP1Bpp	84.20920063
CMtpp	617.3212113
GHMT2r	130.8835968
Htex	401.1685741
2AGPG181tipp	17.45059547
GLCNtex	125.4098732
HYPOE	35.0345541
DMPPS	306.4246463
PROtex	348.2995127
HEPK1	479.5470461
BALAt2pp	626.8260982
TTRCYCtpp	84.96900551
HPPPNt2rpp	741.9221825
HETZK	418.6671473
MI1PP	645.8388149
ARBTNtex	591.9733597
LIPAHT2ex	153.4237497
ZNabcpp	709.9745428
MELIBt2pp	890.6589063
AACPS9	42.57339566
HPPPNtex	168.5574504
EAR141y	145.5207412
LCTSt3ipp	699.3738377
GTPCI	544.6958035
MLDCP2App	650.7117334
ECA4COLIPAabctex	567.6217861
DDPA	251.9991683
LEUtex	488.8779708
PSCLYSt2pp	698.2119931
DURItex	307.6695292
IMPtex	310.0019032
MALDt2_2pp	16.6505855
THRt4pp	449.3289497
PERD	971.8232861
DMSOR2pp	753.4666655
DSBAO2	468.3612622
PYRt2rpp	798.510956
PGK	803.5278443
2AGPGAT181	778.7132418
AKGt2rpp	999.1697893
3UMPtex	698.9179285
PLIPA1G140pp	434.7651089
ME1	696.2149409
FUMt2_2pp	873.3966397
NTD10	625.9861888
NTD10pp	665.5585119
GLYCLTDy	433.1726058
CRNCDH	954.5535285
R5PP	255.0222165
R5PPpp	687.153427
UDCPPtppi	380.8637267
PPBNGS	570.855863
PGP161abcpp	102.0791069
HEPT1	981.744599
3OAR80	608.6056418
DHDPRy	600.4873227
PPPNtex	555.1895985
AACPS7	448.2244973
OGMEACPS	683.7040855
FACOAL140t2pp	933.2401279
THD2pp	129.5753019
ACGS	367.0078444
FE3tex	583.8852039
PLIPA1E161pp	696.3251082
PE140abcpp	235.4496444
GLCRtex	631.0885659
CYTK2	359.950469
GDPMNP	413.9430537
DCMPtex	725.9803629
2AGPG141tipp	614.2544272
LPLIPAL2A140	230.7667373
PROabcpp	189.7525246
PRAIS	70.39064306
GLYCAtex	779.7902066
IGPDH	721.8778901
K2L4Aabctex	643.4824129
PGPP120	425.0536381
PGPP140	788.2903715
PGP181abcpp	793.3751096
ADSL1r	893.4637334
PACALDtex	558.5014289
CBL1abcpp	383.8630637
AAMYLpp	554.8079056
SELGTHR	570.4223673
CD2tpp	141.2902139
PLIPA2A161pp	837.1993223
CRNDtex	786.0883676
NTP3pp	407.778824
GLNabcpp	620.6874407
ACSERtex	196.1724687
ARBTNtonex	846.2055104
GLUR	482.9052967
RZ5PP	99.32193834
QUINDH	937.8404016
S7PI	253.4835284
MMETt2pp	793.1174683
HOMtex	941.3680388
GLCRAL	316.290058
2AGPA181tipp	364.49261
URIK2	108.0215916
HXCT	17.76007024
MAN6Pt6_2pp	28.25121167
LPLIPAL1G181pp	232.0926751
PROTRS	129.8872873
LYSabcpp	780.151451
SCYSDS	154.0275278
BMOCOS	312.3159467
OMMBLHX3	55.72476901
ICL	157.55556
UMPK	320.2976276
AGPAT160	819.0113373
PA141abcpp	381.8023159
3NTD9pp	316.3305449
TRPAS2	837.843825
3HAD120	248.5337967
ADK1	551.5445064
3OAR180	821.5911009
MALTTTRtexi	328.9863061
NDPK5	86.22424887
DXYLK	547.8497279
ICYSDS	197.7724498
SERt2rpp	257.9211773
ECAtpp	655.2060166
GLNS	572.7558475
CLPNS181pp	326.4019133
CGLYabcpp	620.9860399
INDOLEt2rpp	717.2343794
GSNtex	652.9612383
ACGAptspp	357.8569878
HSDy	353.7031551
DHBSH	402.1416551
TPRDCOAS	861.8922786
OBTFL	512.5996113
ALATA_L2	633.786549
CD2t3pp	435.9113807
MSO3tex	454.0304897
NADS1	234.5099352
FECRMexs	274.9111078
CU2tpp	293.8242855
GLCRD	62.26681188
METSOX1tex	360.2927666
ABUTt2pp	814.0743951
FEOXAMexs	594.6587262
THRAi	660.6245078
GALTptspp	157.872231
URIt2pp	20.54327449
AACPS3	762.9062142
PLIPA1A161pp	392.9975997
ALAALAabcpp	628.3847202
2AGPE141tipp	828.4739556
ALLTAMH	14.60763918
XYLK2	739.1221406
PG160abcpp	653.6288158
FUCtpp	105.3180901
LPLIPAL1A140pp	589.0946844
ADSL2r	65.20881739
UGLYCH	320.5388188
LALADGLUtex	821.1851824
MALTPTtexi	852.9787963
PDX5PO2	933.2072887
OPMEACPR	310.1896685
RMK	166.0180958
EAR141x	710.6921526
TRPTRS	147.3545119
NAt3_2pp	863.0006806
ARBtex	680.0238094
ARGAGMt7pp	667.1369086
ADK3	51.30306795
PLIPA2G120pp	185.3708325
G6PDH2r	13.24451157
APRAUR	699.7199221
DHNPA2r	610.762843
MDDEP4pp	547.9737792
MALTabcpp	145.7189601
ADNUC	803.3511405
23CUMPtex	26.65082944
DINSt2pp	747.6961775
GLUSy	51.42277573
GLYtex	791.6982445
BMOGDS1	928.7507072
ACNAMt2pp	234.7306929
ALATA_L	407.4163343
FADRx	701.4664619
FADRx2	711.3505735
GALCTNt2pp	653.6606016
3HAD140	534.2566985
ACCOAL	506.8724784
SOTA	504.3052602
DHORD5	108.6829829
TMK	872.0269493
ACOAD3f	213.9445351
OPMEACPD	418.5362429
ARGORNt7pp	0.137501316
TDSR1	248.4409202
PLIPA1G141pp	916.9504004
FECRMUtex	534.2575723
GLCURt2rpp	445.6653405
GGPTRCS	805.2711444
EAR100x	428.1213199
NI2abcpp	783.7274689
G5SD	427.3723965
14GLUCANabcpp	927.9793515
PPPNDO	982.7210012
DASYN140	48.08050752
ORNtex	756.2774916
IDOND2	323.9221365
XANt2pp	95.66958765
CAt6pp	670.5850233
TARTRtex	763.2549887
MLTP1	272.8139746
THYMt3pp	266.7595916
DM_AACALD	466.9880987
TARTt2_3pp	810.5774081
MANtex	920.1597241
H2SO	154.3302998
FEENTERtpp	394.6320911
PAPA181	419.8561283
KDOPP	802.6368342
RNTR4c2	863.8607541
MLTG4	438.0681461
PPCSCT	921.3176043
HDCEAtexi	325.3500236
2AGPA141tipp	867.3111897
TMDS	249.2368468
G3PD2	123.9895776
CYTK1	884.088291
OXAMTC	276.3797317
THMDtex	710.6373154
ACPPAT140	434.0926337
MICITDr	771.0687945
GGGABADr	591.2788098
APCS	784.471447
PAPA161pp	296.1017348
ADNCYC	61.45811699
CYSS	853.6363491
BWCOGDS2	578.4094606
FORtex	759.4177542
PLIPA1G181pp	987.8317625
DAGK160	759.2248312
FUSAtpp	932.0087175
LYStex	237.0947153
HEPT3	968.5694241
FBA	668.0933603
MLTG1	580.0347487
MALTHXtexi	30.7169017
FE3HOXtonex	911.2325216
CDAPPA120	495.6694584
OHPHM	143.2232712
ARBTptspp	685.3806671
PYDXtpp	147.3936186
FACOAE160	404.1035
UM4PL	620.6236925
ARBTNexs	236.5835691
LPLIPAL2A120	295.8143205
GLNTRS	548.3409128
LYSTRS	793.6769323
LIPAMPL	435.8617915
TARTRDtex	510.199621
NTP10	172.9138521
FUM	721.0855995
MLTG3	609.9389394
PFK_3	876.3306601
FALGTHLs	543.5058792
DAPE	109.7720637
AGPAT140	614.5620724
ADSS	833.0242621
CUtex	543.2306113
APH160	560.1522049
DASYN181	867.3275794
PLIPA2G160pp	873.1096537
UDPGALPpp	397.5541808
PPAtex	28.54913853
Kt2pp	492.2364361
NO3R1pp	648.6218706
MALDtex	538.7849804
2AGPA180tipp	642.9903389
PSERtex	416.3922565
INStex	10.56219046
OXDHCOAT	927.5424097
CFAS180E	153.7198476
UDPG4E	301.7589195
SULFACtex	210.7147629
KAS15	529.921923
PGI	676.6170435
PGSA140	43.14910875
AACPS5	615.3136707
ACGALtex	519.9781214
NTD11	543.9506922
NTD11pp	963.8530952
3HAD60	795.3022157
PLIPA2E140pp	7.180760769
KARA2	786.4025809
GUAD	102.1042618
DM_MTHTHF	253.3055972
PTA2	408.6558171
EAR181y	593.2148123
SERTRS2	295.218836
MALDDH	455.3716417
QUIN2tpp	720.0053479
O16A4COLIPAabctex	868.7379315
SUCMALtpp	798.9871161
Zn2tex	395.3387934
CD2tex	430.4044025
ENTERES	963.786698
EAR180y	81.61141045
SERtex	711.6083924
ALR2	828.0277541
CHLt2pp	535.7548806
H2O2tex	348.3031217
GMHEPAT	598.3033306
CD2abcpp	686.7009257
PGSA161	757.8135398
G6PP	987.5314548
PUNP3	206.2010918
FACOAL60t2pp	729.4558413
CBLAT	938.7437859
EAR120y	958.6859861
DAGK181	733.2235948
NO3t7pp	356.1116646
NHFRBO	671.4216765
MTAN	176.828571
ALAtex	800.741427
3OAS160	618.3766957
HKNDDH	972.2207983
IMPD	504.3978972
PACCOAL	413.4792156
PYDAMtex	136.9458668
THYMtex	836.5148704
OMMBLHX	945.4671395
UAGAAT	96.01317037
3OAR140	820.8299118
LA4NTpp	997.0229592
PPNCL2	312.02218
ETHAtex	826.6569644
PGL	977.9643481
GALCTNtex	314.4910763
FMETTRS	916.5358407
DMATT	563.8828919
DHORD2	403.1844776
I2FE2ST	311.3770917
UPP3MT	241.0220778
SUCFUMtpp	473.0302202
ALAabcpp	965.6504961
ARBTNabcpp	459.8248597
HADPCOADH3	895.4821633
GGPTRCO	197.2731014
PAPA161	99.34362918
COLIPAabcpp	519.955353
12DGR140tipp	892.0758423
PGSA181	714.510337
OMPHHX	537.0648311
DATPHs	210.4073895
PPTtex	5.321524195
CA2tex	863.1155232
GLCabcpp	386.1046861
EAR60x	973.7089369
AGMt2pp	673.8061199
GRXR	959.6969612
GLNtex	369.3726505
PSD180	544.9112968
PIt2rpp	798.9662521
EAR160y	942.1003843
ZN2abcpp	953.9401831
CYTBDpp	442.2034643
FALDtpp	314.3268551
COLIPAKpp	257.2264659
UAAGDS	738.2406863
DAPtex	517.8237144
3PEPTabcpp	403.6310588
SHCHCS3	527.3899658
APH141	878.9328087
BUTSO3tex	682.1556703
DCYTtex	523.0659448
CHORS	883.4399703
R15BPK	724.9302703
CYSDS	209.257428
CRNCBCT	976.2034533
S2FE2SS	900.5533669
EAR180x	62.50890735
ADNK1	604.8791782
DMSOR1pp	104.3066037
4PEPTtex	917.6557963
DPCOAK	784.025797
NADPHQR3	835.7843219
AGM4PCP	818.7483393
PUNP1	57.11127778
MN2t3pp	332.4937785
NADH10	113.9084506
KG6PDC	244.3785404
ENLIPAabctex	190.5665563
GLYt2pp	231.5105413
PG140abcpp	39.20765071
PMEACPE	202.6460921
GALtex	872.9223317
D-LACtex	163.200665
LIPAabcpp	425.3721964
PUNP7	582.6627763
LEUTAi	21.0060226
ADCS	513.0788058
CA2t3pp	428.9485571
TAUDO	883.7674191
GTHRDabc2pp	490.5924672
MDDCP1pp	62.30231762
PDX5PS	937.8181387
THFAT	247.5279537
XANtex	917.6951158
MDDCP4pp	946.985442
PSD181	262.0481701
THZPSN3	133.692834
DOPAtex	569.3590285
FUMtex	340.2536563
GAL1PPpp	515.2569039
LEUTRS	137.232007
ALTRH	398.4486835
ETOHtex	523.7101019
SPMDt3pp	494.5277398
FE3abcpp	385.6110226
HBZOPT	838.2577293
DHAtex	145.2270133
PTRCabcpp	291.6691441
HYXNtpp	44.94928638
ADOCBLabcpp	337.7051138
HPPPNDO	198.7096183
ANHMK	302.5387668
12PPDStpp	381.9179272
ECOAH2	325.3241969
ACS	113.8544088
FRULYSDG	212.9547792
LADGMDH	846.2483412
INDOLEt2pp	563.2786151
BUTCT	190.2543597
SERD_D	743.067883
PIuabcpp	604.8312005
APH161	621.5222629
OAADC	932.6462117
SFGTHi	628.0420573
UDPGALtex	866.9075632
G2PP	719.938168
3HAD80	468.8878563
12DGR161tipp	295.3128756
ALAALAr	342.5828841
O16GALFT	737.4634682
FTHFLi	170.9451806
3HAD100	717.8427778
3OAS161	48.43851742
CRNCAL2	720.2583029
SDPTA	267.5722944
AACPS2	342.3501128
RPE	646.2718436
MG2uabcpp	249.7789947
GND	465.5179682
G1PTT	719.0425578
2MAHMP	177.3899127
PYDXNK	886.245324
ACOTA	830.9904749
MEOHtex	233.352567
PItex	632.2750137
CMtex	381.4057549
PSP_L	224.345564
ARBt3ipp	85.84336736
POAACR	648.0801545
SGDS	976.0023877
3HAD40	946.9505547
HXAND	160.2533883
SELCYSS	95.52101795
F6Ptex	236.4091069
LPLIPAL1E181pp	372.9731942
FALDH2	41.62763949
AGM3PApp	269.0151112
TRSARr	124.1160165
METDtex	773.6121058
GBBTNtex	950.5133585
PGPP181pp	74.89632165
CDAPPA140	864.8413447
UAG2E	367.7833632
G3PAT141	849.5922348
TARTD	406.1962386
DHAD1	493.5919573
GTHRDabcpp	460.0349134
LPLIPAL1A180pp	410.6312383
PG141abcpp	823.3246768
ADOCBLtonex	35.81513192
MALTATr	323.6450308
DASYN120	186.0698743
DDCAtexi	77.97414284
BUTSO3abcpp	247.9028161
PYDXNtex	389.1836073
CFAS160E	174.2557521
XTSNt2rpp	699.5714532
O2tpp	89.18740335
TDPGDH	849.6147669
DADNt2pp	583.4929378
ECOAH6	660.6719137
U23GAAT	93.27297909
SERTRS	442.5530244
AACPS8	688.4095535
COLIPAPabctex	464.4901706
UDCPDPpp	64.23291273
GALS3	791.2835499
ACACT5r	832.3496477
GLXCL	706.0758136
EDTXS3	104.6603383
EAR121x	601.084788
2AGPG161tipp	519.031477
2AGPA161tipp	4.385863951
ALDD2x	267.4004339
TYMtex	262.5683059
12DGR120tipp	105.0565338
CLPNH180pp	150.7525407
APH180	597.9194581
ARGTRS	812.4034511
AGt3	619.2667966
5MTRtex	192.8158719
ACPPAT160	58.67519241
PPS	536.7435234
NADH9	274.0364152
CLIPAabctex	486.010527
DGMPtex	243.2377579
ACt2rpp	874.0317256
3NTD2pp	956.684764
ASR	690.0794012
AGPAT161	117.5451262
DAAD	827.2616283
PHETA1	47.94615704
TYRTA	676.3419152
PG181abcpp	139.7510436
GGGABAH	989.683249
DHPPD	745.9720636
CYANtex	572.0197839
GTPHs	952.8325958
HMPK1	754.4142764
ACOAD1f	441.0739196
EAR161x	949.2781735
MLDEP1pp	215.6756479
RBFK	370.7934792
DDGALK	400.2596971
PAPA120pp	41.12049381
ADPRDP	347.5845374
GSPMDS	41.55112781
ACMANAtex	739.9832006
2AGPGAT160	82.55968233
G3PAT120	671.2793095
ASCBtex	44.20752206
LPLIPAL1G140pp	210.2911706
2AGPE181tipp	252.0133045
SERASr	465.6687603
NNATr	979.5091528
PPAt4pp	237.7587933
GALt2pp	152.3431695
CRNDt2rpp	988.2988443
GOFUCR	34.77368271
ENTERES2	186.4617863
HYXNtex	375.6618454
FE2tex	618.25275
POR5	682.5241549
MLDEP2pp	401.6684159
CLPNH140pp	506.6691451
OMPHHX3	850.6709563
ARGSS	185.779795
SADT2	621.5864968
ACANTHAT	308.5834669
UPP3S	897.6716945
LIPOtex	784.7890681
CPGNUtpp	628.6140225
CBMD	771.4050346
ASAD	446.3125728
TREtex	740.5842215
NMNAT	176.0501069
GLUt2rpp	987.7965388
NDPK7	891.6810344
EDD	286.8006054
MLDCP1Bpp	30.06877376
PE181abcpp	666.7328941
NH4tpp	848.0583452
OMBZLM	400.123542
LPLIPAL1A120pp	688.9581195
ECOAH1	894.9387496
IPMD	636.8982887
G1SAT	355.8797309
5MTRtpp	808.8298466
ABUTtex	869.319977
IDONt2rpp	511.9857184
DHQS	505.5072746
ALLK	369.4927357
2AGPG180tipp	457.3367914
CYANSTpp	423.8039166
PLIPA2E161pp	460.1907249
KAS14	989.4195361
CHLtex	220.497227
PAPA180	524.6388987
2AGPEAT141	538.9764552
QULNS	87.39223807
XYLUtex	357.5306341
LALALGLUtex	893.3303649
ACOAD7f	753.5215644
PAPA181pp	183.201174
MOCOS	875.178316
3OAR121	300.6226009
HYD2pp	909.4114907
LPLIPAL1A141pp	459.2804094
GDPDPK	717.164853
PNTOt4pp	30.59136949
PPGPPDP	24.23681591
IPPS	474.9363831
ARBTtex	349.3815486
F6Pt6_2pp	910.3198886
PTRCORNt7pp	978.0707579
DHORTS	562.3167492
LPLIPAL1E141pp	898.5740056
FRUURtex	49.00870997
ALLTNtex	679.3267398
RMI	555.8680841
FEOXAMUtpp	758.9575231
MLTGY4pp	458.9672634
EAR80x	236.590162
GLYTRS	587.0356021
UACGAMtex	708.7062258
DHFR	651.1854358
IG3PS	996.442389
RNDR3b	341.004533
IPDPS	131.0588829
TMDPP	104.5313859
LPLIPAL1E120pp	698.8156095
23DAPPAt2pp	306.3782508
PANTS	896.118753
MINOHPtexi	389.6214049
PACCOAE	210.2533742
MANPGH	802.2178674
PSD160	451.0757474
PGP160abcpp	318.3124527
TMAtex	236.3988753
ALDD19xr	439.2811001
GLDBRAN2	825.2557815
CYTDK2	537.2927252
CDGR	958.2006423
MTHFR2	375.9983062
NMNDA	588.4123007
GAPD	532.0007048
G3PGabcpp	858.6246392
FALDtex	761.7803613
FORtppi	240.5769578
