phosphoethanolamine transferase (c-C16:1)	PETNT161pp	
phosphoethanolamine transferase (c-C16:1)	PETNT181pp	
phosphotransacetylase	PTAr	
2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	2AGPA160tipp	
Maltotriose transport via diffusion (extracellular to periplasm) irreversible	MALTTRtexi	
L-fuculose 1-phosphate aldolase	FCLPA	
nucleoside-diphosphate kinase (ATP:UDP)	NDPK2	
"D-glycerate transport via proton symport, reversible (periplasm)"	GLYCAt2rpp	
2-dehydro-3-deoxygluconokinase	DDGLK	
lactoylglutathione lyase	LGTHL	
succinate dehydrogenase (irreversible)	SUCDi	
Ethanolamine ammonia-lyase	ETHAAL	
Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	GPDDA4	
Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol)	GPDDA4pp	
"aldehyde dehydrogenase (butanal, NAD)"	ALDD4	
"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine L,D-carboxypeptidase"	UM4PCP	
Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase	NNDMBRT	
UDP-N-acetylglucosamine diphosphorylase	UAGDP	
Glycolate dehydrogenase (NAD)	GLYCLTDx	
Biotin synthase	BTS5	
fatty-acid-CoA thioesterase (octanoate)	FACOAE80	
SO2 transport via diffusion (periplasm)	SO2tpp	
xylulokinase	XYLK	
sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	G3PEabcpp	
sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	G3PIabcpp	
UDP-sugar hydrolase	USHD	
chorismate mutase	CHORM	
S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	AMMQLT8	
prephenate dehydratase	PPNDH	
"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)"	LPLIPAL1A161pp	
"cardiolipin synthase (periplasmic, n-C16:0)"	CLPNS160pp	
L-homoserineserine efflux via proton symport	HOMt2pp	
L-carnitine transport via diffusion (extracellular to periplasm)	CRNtex	
L-asparagine transport via diffusion (extracellular to periplasm)	ASNtex	
asparagine synthase (glutamine-hydrolysing)	ASNS1	
S-adenosylhomocysteine nucleosidase	AHCYSNS	
sarcosine oxidase	SARCOX	
copper (Cu+2) transport via diffusion (extracellular to periplasm)	CU2tex	
sulfate transport via diffusion (extracellular to periplasm)	SO4tex	
NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)	NADH17pp	
"2,3-dihydroxycinnamate dehydrogenase"	DHCIND	
Aminomethyltransferase	FOMETRi	
"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase"	FBA3	
adenine phosphoribosyltransferase	ADPT	
5-nucleotidase (CMP)	NTD4	
5-nucleotidase (CMP)	NTD4pp	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	EAR40x	
"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)"	LPLIPAL1E160pp	
glycerophoglycerol transport via diffusion (extracellular to periplasm)	G3PGtex	
Glycerol-3-phosphate : phosphate antiporter (periplasm)	GLYC3Pt6pp	
Hexanoate transport via diffusion (extracellular to periplasm)	HXAtex	
2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)	2AGPA140tipp	
iron (+2) transport in via permease (no H+)	FE2tpp	
ferric-dicitrate transport via ABC system (periplasm)	FE3HOXabcpp	
N-acetylglucosamine-6-phosphate deacetylase	AGDC	
core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	COLIPAabctex	
ADP-D-glycero-D-manno-heptose epimerase	AGMHE	
Arginine succinyltransferase	AST	
gamma-glutamylcysteine synthetase	GLUCYS	
Cytosine deaminase	CSND	
"aldehyde dehydrogenase (propanal, NADP)"	ALDD3y	
UDP-N-acetyl-D-galactosamine pyrophosphohydrolase (periplasm)	UACGALPpp	
enterobactin Fe(III) binding (spontaneous)	FEENTERexs	
"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal"	HACD8	
trehalose-phosphatase	TRE6PP	
Fumarate dependent DHORD	DHORDfum	
"Butyrate transport via proton symport, reversible (periplasm)"	BUTt2rpp	
Pyridoxine 5-phosphate phosphatase	PDXPP	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)	3OAR141	
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	UAMAGS	
tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)	4PEPTabcpp	
glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)	G3PD7	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)	3HAD160	
3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	ECOAH4	
ATP maintenance requirement	ATPM	
Mannonate oxidoreductase	MANAO	
L-galactonate oxidoreductase	GALCTLO	
4-aminobutyrate/glutamate antiport (periplasm)	GLUABUTt7pp	
sulfite reductase (NADPH2)	SULRi	
nucleoside-triphosphatase (ATP)	NTP1	
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	GPDDA2	
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)	GPDDA2pp	
Phosphatidylserine syntase (n-C18:0)	PSSA180	
guanylate kinase (GMP:ATP)	GK1	
superoxide dismutase	SPODM	
superoxide dismutase	SPODMpp	
dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	34dhpactex	
acyl-CoA dehydrogenase (octadecanoyl-CoA)	ACOAD8f	
glycerol-3-phosphate acyltransferase (C14:0)	G3PAT140	
Malate transport via diffusion (extracellular to periplasm)	MALtex	
glucosyltransferase I (LPS O16 antigen biosynthesis)	O16GLCT1	
"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase"	TDPAGTA	
"phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)"	PE120abcpp	
Dihydroxyacetone transport via facilitated diffusion (periplasm)	DHAtpp	
2-Octaprenylphenol hydroxylase (anaerobic)	OPHHX3	
"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)"	PLIPA2A180pp	
SUF [2Fe-2S] regeneration	S2FE2SR	
methionine synthase	METS	
D-glucosamine transport via diffusion (extracellular to periplasm)	GAMtex	
5-nucleotidase (dIMP)	NTD12	
UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	UM3PL	
L-serine dehydrogenase	LSERDHr	
shikimate transport in via proton symport (periplasm)	SKMt2pp	
deoxyguanylate kinase (dGMP:ATP)	DGK1	
Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	GPDDA1	
Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)	GPDDA1pp	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1)	APG3PAT161	
N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	AGM4PA	
Phosphatidylserine syntase (n-C16:0)	PSSA160	
2-Dehydro-L-gulonate reductase to gluconate (NADPH)	2DGULRGy	
carnitine-CoA racemase	CRNCAR	
deoxyadenosine transport via diffusion (extracellular to periplasm)	DADNtex	
ribose transport via diffusion (extracellular to periplasm)	RIBtex	
Ferrochelatase	FCLT	
Tetraacyldisaccharide 4kinase	TDSK	
L-methionine-R-sulfoxide reductase	METSOXR2	
"3,4-Dihydroxy-2-butanone-4-phosphate synthase"	DB4PS	
KDO(2)-lipid IV A transport via ABC system (periplasm)	K2L4Aabcpp	
"cardiolipin synthase (periplasmic, n-C16:1)"	CLPNS161pp	
Phosphatidylserine syntase (n-C18:1)	PSSA181	
deoxyuridine phosphorylase	DURIPP	
L-alanyl-L-glutamate transport in via proton symport (periplasm)	LALALGLUtpp	
ThDP adenylyl transferase	ThDPAT	
"phosphatidate transport via ABC system (n-C12:0, periplasm)"	PA120abcpp	
S-ribosylhomocysteine cleavage enzyme	RHCCE	
b-galactosidase	LACZ	
b-galactosidase	LACZpp	
UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	UDPACGALtex	
sorbitol-6-phosphate dehydrogenase	SBTPD	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	3HAD141	
"phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)"	PGP141abcpp	
Glucose-6-phosphate transport via phosphate antiport (periplasm)	G6Pt6_2pp	
cyclic pyranopterin monophosphate synthase	CPMPS	
homoserine O-succinyltransferase	HSST	
L-lactate reversible transport via proton symport (periplasm)	L-LACt2rpp	
"cardiolipin synthase (periplasmic, n-C18:0)"	CLPNS180pp	
Phosphatidylserine decarboxylase (n-C14:0)	PSD140	
nucleoside-diphosphate kinase (ATP:CDP)	NDPK3	
thiamine-phosphate diphosphorylase	TMPPP	
Phosphatidate phosphatase (n-C16:0)	PAPA160	
"inosine transport in via proton symport, reversible (periplasm)"	INSt2rpp	
L-tyrosine reversible transport via proton symport (periplasm)	TYRt2rpp	
purine-nucleoside phosphorylase (Deoxyadenosine)	PUNP2	
2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	MANGLYCtex	
acetylornithine deacetylase	ACODA	
glutathione transport via diffusion (extracellular to periplasm)	GTHRDtex	
Cob(1)alamin transport via ton system (extermal)	CBL1tonex	
phosphoribosylaminoimidazolesuccinocarboxamide synthase	PRASCSi	
"2,3-diaminopropionate amonnia lyase"	DAPAL	
Glutathionylspermidine amidase	GSPMDA	
"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	42A12BOOXpp	
"iron-sulfur cluster damage (nitrous oxide, spontaneous)"	FESD2s	
Sink needed to allow oxamate to leave system	DM_OXAM	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	3HAD121	
Quinate transport via diffusion (extracellular to periplasm)	QUIN2tex	
acetyl-CoA carboxylase	ACCOAC	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0)	APG3PAT160	
peroxyureidoacrylate hydrolase	URACPAH	
UDP-4-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase	UDPKAAT	
"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)"	LPLIPAL2A141	
IMP cyclohydrolase	IMPC	
enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	EAR181x	
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	ECOAH8	
Cinnamate dioxygenase	CINNDO	
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	MEPCT	
shikimate dehydrogenase	SHK3Dr	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	2AGPE140tipp	
mannose-6-phosphate isomerase	MAN6PI	
Phosphatidylglycerol synthase (n-C12:0)	PGSA120	
"apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)"	ALPATE160pp	
NAD transhydrogenase	NADTRHD	
isopentenyl-diphosphate D-isomerase	IPDDI	
L-valine reversible transport via proton symport (periplasm)	VALt2rpp	
molybdopterin synthase	MPTS	
mannitol-1-phosphate 5-dehydrogenase	M1PD	
glucosyltransferase III (LPS core synthesis)	GLCTR3	
dCTP deaminase	DCTPD	
Phosphatidylserine syntase (n-C12:0)	PSSA120	
1-deoxy-D-xylulose reductoisomerase	DXPRIi	
NMN nucleosidase	NMNN	
citrate transport out via proton antiport (periplasm)	CITt3pp	
"murein D,D-carboxypeptidase (murein5p5p) (periplasm)"	MDDCP3pp	
O16 antigen polymerase (periplasm)	O16AP1pp	
O16 antigen polymerase (periplasm)	O16AP2pp	
O16 antigen polymerase (periplasm)	O16AP3pp	
maltotetraose transport via ABC system (periplasm)	MALTTTRabcpp	
dihydropteridine reductase	DHPTDNR	
phosphoribosylglycinamide synthase	PRAGSr	
superoxide anion transport via diffusion (extracellular to periplasm)	O2Stex	
phosphatidylglycerol phosphate phosphatase (n-C16:0)	PGPP160	
L-methionine transport via diffusion (extracellular to periplasm)	METtex	
pyridoxamine 5-phosphate oxidase	PYAM5PO	
"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)"	5DGLCNt2rpp	
UDP-N-acetyl-D-glucosamine pyrophosphohydrolase (periplasm)	UACGAMPpp	
NAD diphosphatase	NADDP	
Pantothenate transport via diffusion (extracellular to periplasm)	PNTOtex	
CDP-diacylglycerol synthetase (n-C16:0)	DASYN160	
Formyl-CoA Transferase	FORCT	
alcohol dehydrogenase (glycerol)	ALCD19	
Cobalt (Co+2) ABC transporter (periplasm)	COBALT2abcpp	
"murein L,D-carboxypeptidase (murein5px3p) (periplasm)"	MLDCP3App	
"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)"	PLIPA2E141pp	
1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	AGPAT181	
chitobiose transport via PEP:Pyr PTS (periplasm)	CHTBSptspp	
L-Prolinylglycine transport via diffusion (extracellular to periplasm)	PROGLYtex	
L-carnitine outward transport (H+ antiport)	CRNt2rpp	
ornithine carbamoyltransferase	OCBT	
"3-phenylpropionate transport via proton symport, reversible (periplasm)"	PPPNt2rpp	
tyrosine lyase	TYRL	
fatty-acid-CoA ligase (decanoate transport via vectoral Co-A coupling)	FACOAL100t2pp	
arginine decarboxylase	ARGDC	
arginine decarboxylase	ARGDCpp	
acetolactate synthase	ACLS	
"murein L,D-carboxypeptidase (murein5px4p) (periplasm)"	MLDCP1App	
L-lysine transport out via proton antiport (cytoplasm to periplasm)	LYSt3pp	
7-cyano-7-carbaguanine synthase	CCGS	
Selenophosphate synthase	SELNPS	
Tagatose-bisphosphate aldolase	TGBPA	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	3OAS121	
mannose 6-phosphate phosphatase	MN6PP	
Spermidine acetyltransferase (N8)	SPMDAT2	
Glycolate oxidase	GLYCTO2	
Glycolate oxidase	GLYCTO3	
Glycolate oxidase	GLYCTO4	
Glutamate Decarboxylase	GLUDC	
glutathione peridoxase	GTHPi	
L-alanyl-D-glutamate transport in via proton symport (periplasm)	LALADGLUtpp	
"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)"	12DGR180tipp	
Dihydroxyacetone phosphotransferase	DHAPT	
glycerol kinase	GLYK	
UDP-N-acetylenolpyruvoylglucosamine reductase	UAPGR	
"phosphatidate transport via ABC system (n-C18:0, periplasm)"	PA180abcpp	
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)	3HAD180	
3-cis-2-trans-enoyl-CoA isomerase	CTECOAI6	
3-cis-2-trans-enoyl-CoA isomerase	CTECOAI7	
3-cis-2-trans-enoyl-CoA isomerase	CTECOAI8	
3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	3OAS120	
D-xylose transport via diffusion (extracellular to periplasm)	XYLtex	
"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"	PLIPA2G181pp	
ureidoglycolate dehydrogenase	URDGLYCD	
enterochelin transport (secretion periplasm)	FEENTERtex	
2-dehydro-L-gulonate reductase (NADPH)	2DGULRy	
guanine transport in via proton symport (periplasm)	GUAt2pp	
"lacaldehyde reductase (S-propane-1,2-diol forming)"	LCARS	
"phosphatidate transport via ABC system (n-C16:0, periplasm)"	PA160abcpp	
NADH dehydrogenase (ubiquinone-8 )	NADH5	
Phosphatidylserine decarboxylase (n-C12:0)	PSD120	
ferrichrome transport via ton system (extracellular)	FECRMtonex	
Indole transport via diffusion (extracellular to periplasm)	INDOLEtex	
3-isopropylmalate dehydratase	IPPMIa	
aspartate carbamoyltransferase	ASPCT	
dihydrouracil dehydrogenase (NAD)	DURADx	
GDP transport via diffusion (extracellular to periplasm)	GDPtex	
"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"	TRE6PS	
acetaldehyde transport via diffusion (extracellular to periplasm)	ACALDtex	
D-cysteine uptake via ABC system (periplasm)	CYSDabcpp	
"phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)"	PG180abcpp	
psicoselysine transporter via diffusion (extracellular)	PSCLYStex	
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UAGCVT	
L-aspartate transport in via proton symport (periplasm)	ASPt2pp	
Malonyl-ACP decarboxylase	MACPD	
L-threonine dehydrogenase	THRD	
"lacaldehyde reductase (R-propane-1,2-diol forming)"	LCARR	
dTMP kinase	DTMPK	
"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)"	LPLIPAL1G141pp	
nucleoside-diphosphate kinase (ATP:dUDP)	NDPK6	
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)	2AGPGAT140	
tetrahydrodipicolinate succinylase	THDPS	
D-carnitine transport via ABC system (periplasm)	CRNDabcpp	
fatty-acid-CoA thioesterase (dodecanoate)	FACOAE120	
"Cobinamide transport via ABC system (uptake, periplasm)"	CBIuabcpp	
Citrate transport via succinate antiport (periplasm)	CITt7pp	
thymidine transport in via proton symport (periplasm)	THMDt2pp	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)	3OAR160	
pyrroline-5-carboxylate reductase	P5CR	
L-xylulose 5-phosphate 3-epimerase	X5PL3E	
"anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase"	AM4PCP	
O-Acetyl-L-serine export via facilitated transport	ACSERtpp	
nucleoside-triphosphatase (CTP)	NTP5	
fructose-1-phosphate kinase	FRUK	
"1,4-dihydroxy-2-naphthoate octaprenyltransferase"	DHNAOT4	
thiosulfate transport via diffusion (extracellular to periplasm)	TSULtex	
Succinylglutamic semialdehyde dehydrogenase	SGSAD	
tryptophan synthase (indoleglycerol phosphate)	TRPS1	
tryptophan synthase (indoleglycerol phosphate)	TRPS3	
NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)	NADH16pp	
NMN transport via NMN glycohydrolase (periplasm)	NMNt7pp	
Biotin sulfoxide reductase	BSORx	
Biotin sulfoxide reductase	BSORy	
3-mercaptopyruvate sulfurtransferase	MCPST	
ferric-dicitrate transport via ton system (extracellular)	FE3DCITtonex	
L-serine deaminase	SERD_L	
catalase	CAT	
glycerol-3-phosphate acyltransferase (C16:1)	G3PAT161	
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)	2AGPE120tipp	
sodium proton antiporter (H:NA is 1.5) (periplasm)	NAt3_1p5pp	
D-cysteine desulfhydrase	CYSDDS	
"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)"	PLIPA1A181pp	
UDPglucose pyrophosphohydrolase	UDPGPpp	
"1,4-dihydroxy-2-napthoyl-CoA synthase"	DHNCOAS	
glucosyltransferase II (LPS O16 antigen biosynthesis)	O16GLCT2	
hydroxypyruvate isomerase	HPYRI	
L-ribulokinase (L-ribulose)	RBK_L1	
Doxorubicin transport via diffusion (extracellular to periplasm)	DOXRBCNtex	
"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)"	PLIPA1E180pp	
sulfate transport via ABC system (periplasm)	SULabcpp	
enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	EAR40y	
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	MECDPS	
pyridoxal kinase	PYDXK	
putrescine transport in via proton symport	PTRCt2pp	
D-lactate dehydrogenase	LDH_D	
D-lactate dehydrogenase	LDH_D2	
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase"	UGMDDS	
bis-molybdopterin guanine dinucleotide synthase	BMOGDS2	
"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"	PLIPA2E160pp	
2-dehydro-3-deoxy-6-phosphogalactonate aldolase	DDPGALA	
Inosine hydrolase	INSH	
undecaprenyl phosphate-L-Ara4FN transferase	UPLA4FNT	
riboflavin synthase	RBFSa	
riboflavin synthase	RBFSb	
murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	MCTP1App	
murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	MCTP2App	
alpha-ketoglutarate transport via diffusion (extracellular to periplasm)	AKGtex	
xanthosine transport via diffusion (extracellular to periplasm)	XTSNtex	
L-lactate transport via diffusion (extracellular to periplasm)	L-LACtex	
Phosphoglycolate phosphatase	PGLYCP	
Fe-enterobactin reduction (Fe(III)-unloading)	FEENTERR1	
Fe-enterobactin reduction (Fe(III)-unloading)	FEENTERR2	
Fe-enterobactin reduction (Fe(III)-unloading)	FEENTERR3	
trehalose-6-phosphate hydrolase	TRE6PH	
L-valine transport via diffusion (extracellular to periplasm)	VALtex	
spermidine transport via ABC system (periplasm)	SPMDabcpp	
phosphoribosylaminoimidazole carboxylase	AIRC2	
Cyanate transport via proton symport (periplasm)	CYNTt2pp	
D-Lactaldehyde:NAD+ 1-oxidoreductase	LALDO2x	
Isochorismate Synthase	ICHORSi	
1-pyrroline-5-carboxylate dehydrogenase	P5CD	
GDP-D-mannose dehydratase	GMAND	
isocitrate dehydrogenase (NADP)	ICDHyr	
thiol:disulfide reductase (DsbG)	TDSR2	
D-xylose transport in via proton symport (periplasm)	XYLt2pp	
L-valine transport via ABC system (periplasm)	VALabcpp	
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)	2AGPGAT141	
"D-fructuronate transport via proton symport, reversible (periplasm)"	FRUURt2rpp	
N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	ACGAM1Ptex	
trehalose transport via PEP:Pyr PTS (periplasm)	TREptspp	
3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	3OAR40	
glutathione oxidoreductase	GTHOr	
glutamine phosphoribosyldiphosphate amidotransferase	GLUPRT	
2-hydroxy-6-ketononotrienedioate hydrolase	HKNTDH	
phospho-L-serine phosphatase (periplasmic)	PSP_Lpp	
"cardiolipin hydrolase (periplasm, n-C18:1)"	CLPNH181pp	
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	HACD5	
3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	KDOPS	
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)	2AGPEAT120	
"phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)"	PE180abcpp	
acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:0)	APG3PAT180	
ornithine transport via ABC system (periplasm)	ORNabcpp	
"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)"	PLIPA2E180pp	
Nitrate reductase (Menaquinol-8) (periplasm)	NO3R2bpp	
Nitrate reductase (Menaquinol-8) (periplasm)	NO3R2pp	
glycerol-3-phosphate acyltransferase (C18:0)	G3PAT180	
Glyceraldehyde transport via diffusion (extracellular to periplasm)	GLYALDtex	
L-carnitine/D-carnitine antiporter (periplasm)	CRNt8pp	
D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)	GLCUR1Ptex	
fructoselysine 3-epimerase	FRULYSE	
Tartrate/succinate antiporter (periplasm)	TARTRt7pp	
UDP-glucuronate C-4 decarboxylase	UDPGDC	
guanosine 3-diphosphate 5-triphosphate 3-diphosphatase	GDPTPDP	
D-glucose 1-phosphate transport via diffusion	G1Ptex	
acylphosphatase (C12:0)	APH120	
L-threonine transport via diffusion (extracellular to periplasm)	THRtex	
murein polymerizing transglycosylase 2 (three linked units)	MPTG2	
L-threonine reversible transport via proton symport (periplasm)	THRt2rpp	
succinyl-diaminopimelate desuccinylase	SDPDS	
Xanthosine hydrolase	XTSNH	
D-glucosamine 6-phosphate transport via diffusion (extracellular to periplasm)	GAMAN6Ptex	
coprogen transport via ABC system (periplasm)	CPGNabcpp	
gamma-butyrobetainyl-CoA: carnitine CoA transferase	CRNBTCT	
M-diaminopimelic acid ABC transport (periplasm)	DAPabcpp	
ATP amine hydrolysis (spontaneous)	ATPHs	
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	SEPHCHCS	
indole-3-glycerol-phosphate synthase	IGPS	
UDPglucose transport via diffusion (extracellular to periplasm)	UDPGtex	
L-methionine transport via ABC system (periplasm)	METabcpp	
"cardiolipin synthase (periplasmic, n-C14:0)"	CLPNS140pp	
1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	AGPAT180	
iron (II) transport via ABC system (periplasm)	FE2abcpp	
"D-gluconate transport via proton symport, reversible (periplasm)"	GLCNt2rpp	
D-glycero-D-manno-heptose 7-phosphate kinase	GMHEPK	
glutamate 5-kinase	GLU5K	
Maltodextrin phosphorylase (maltohexaose)	MLTP2	
D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)	GAM6Pt6_2pp	
Phosphatidylserine syntase (n-C14:0)	PSSA140	
Phosphatidylserine decarboxylase (n-C16:1)	PSD161	
triose-phosphate isomerase	TPI	
Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm)	HYD3pp	
Octanoate transport via diffusion (extracellular to periplasm)	OCTAtex	
sn-glycerol-3-phosphocholine transport via ABC system (periplasm)	G3PCabcpp	
L-aspartate transport in via proton symport (periplasm) reversible	ASPt2rpp	
"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)"	PLIPA2A140pp	
pyridoxamine kinase	PYDAMK	
glycolate transport via sodium symport (periplasm)	GLYCLTt4pp	
Mercury (Hg+2) ABC transporter (periplasm)	HG2abcpp	
phospho-L-threonine transport via diffusion (extracellular to periplasm)	THRPtex	
CO2 transporter via diffusion (periplasm)	CO2tpp	
maltose transport via PEP:Pyr PTS (periplasm)	MALTptspp	
"2,5-diketo-D-gluconate reductase"	DKGLCNR1	
histidinol-phosphate transaminase	HSTPT	
Dihydromonapterin reductase	DHMPTR	
"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase"	AGMH	
L-isoleucine transport via diffusion (extracellular to periplasm)	ILEtex	
N-acetylmuramate 6-phosphate hydrolase	ACM6PH	
Maltotriose transport via ABC system (periplasm)	MALTTRabcpp	
sucrose transport via PEP:Pyr  (periplasm)	SUCptspp	
Glycerol-3-phosphate transport via diffusion (extracellular to periplasm)	GLYC3Ptex	
"Phosphatidate phosphatase (periplasmic, n-C14:1)"	PAPA141pp	
Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system	DM_AMOB	
sn-Glycerol 2-phosphate transport via ABC system (periplasm)	GLYC2Pabcpp	
Phosphatidate phosphatase (n-C12:0)	PAPA120	
L-leucine reversible transport via proton symport (periplasm)	LEUt2rpp	
selenate glutathione reductase II	SELGTHR2	
melibiose transport in via antiport (periplasm)	MELIBt3ipp	
L-methionine S-oxide transport via ABC system (periplasm)	METSOX1abcpp	
Acetyl-CoA ACP transacylase	ACOATA	
L-fuculokinase	FCLK	
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)	2AGPGAT161	
N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	ACMUMptspp	
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase"	MECDPDH5	
tyrosyl-tRNA synthetase	TYRTRS	
Fe(III)hydroxamate unloaded secretion	FE3HOXUtex	
phosphoglucosamine mutase	PGAMT	
acyl-[acyl-carrier-protein] synthetase (n-C14:0)	AACPS1	
Phosphatidylserine syntase (n-C14:1)	PSSA141	
Nucleoside triphosphate tripolyhydrolase	NTPTP1	
Nucleoside triphosphate tripolyhydrolase	NTPTP2	
Lactose transport via proton symport (periplasm)	LCTStpp	
NADP phosphatase	NADPPPS	
"cytidine transport in via proton symport, reversible (periplasm)"	CYTDt2rpp	
fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	FACOAL161t2pp	
